"phen" "total" "sign_disc" "sign_repl" "sign_disc_top" "sign_repl_top" "weak_instr"
"ukb-b-5394" 1 0 0 0 0 0
"ukb-b-671" 10 9 11 2 3 -1
"ukb-b-277" 0 0 0 0 0 0
"ukb-b-12762" 1 0 0 0 0 0
"ukb-b-4051" 0 0 0 0 0 0
"ukb-b-4088" 0 0 0 0 0 0
"ukb-b-1021" 1 0 0 0 0 0
"ukb-b-9536" 4 5 0 2 0 2
"ukb-b-19845" 0 0 0 0 0 0
"ukb-b-18008" 0 0 0 0 0 0
"ukb-b-1259" 0 0 0 0 0 0
"ukb-b-10169" 29 24 26 2 3 -1
"ukb-b-3683" 0 0 0 0 0 0
"ukb-b-5644" 0 0 0 0 0 0
"ukb-b-19925" 519 1968 2027 211 229 -18
"ukb-b-5443" 0 0 0 0 0 0
"ukb-b-6762" 0 0 0 0 0 0
"ukb-b-14043" 1 8 8 1 1 0
"ukb-b-19756" 0 0 0 0 0 0
"ukb-b-6414" 0 0 0 0 0 0
"ukb-b-8136" 0 0 0 0 0 0
"ukb-b-10002" 0 0 0 0 0 0
"ukb-b-16858" 3 0 2 0 1 -1
"ukb-b-12670" 0 0 0 0 0 0
"ukb-b-6779" 0 0 0 0 0 0
"ukb-b-9841" 0 0 0 0 0 0
"ukb-b-10309" 1 0 0 0 0 0
"ukb-b-19469" 2 0 0 0 0 0
"ukb-b-3460" 14 5 1 2 1 1
"ukb-b-4683" 0 0 0 0 0 0
"ukb-b-8917" 0 0 0 0 0 0
"ukb-b-12252" 0 0 0 0 0 0
"ukb-b-18042" 18 76 31 6 2 4
"ukb-b-4316" 0 0 0 0 0 0
"ukb-b-17406" 0 0 0 0 0 0
"ukb-b-9764" 0 0 0 0 0 0
"ukb-b-7587" 0 0 0 0 0 0
"ukb-b-13176" 0 0 0 0 0 0
"ukb-b-19832" 0 0 0 0 0 0
"ukb-b-4363" 12 18 16 5 5 0
"ukb-b-11355" 1 0 2 0 1 -1
"ukb-b-11842" 498 1752 1849 186 198 -12
"ukb-b-17557" 9 0 0 0 0 0
"ukb-b-3055" 0 0 0 0 0 0
"ukb-b-19381" 1 0 0 0 0 0
"ukb-b-18264" 0 0 0 0 0 0
"ukb-b-11867" 1 0 0 0 0 0
"ukb-b-7556" 37 35 42 7 9 -2
"ukb-b-16103" 0 6 5 0 0 0
"ukb-b-5617" 4 0 0 0 0 0
"ukb-b-6541" 6 26 8 3 2 1
"ukb-b-9937" 0 0 0 0 0 0
"ukb-b-14315" 1 30 0 1 0 1
"ukb-b-9294" 0 0 0 0 0 0
"ukb-b-6500" 4 0 0 0 0 0
"ukb-b-4886" 17 12 3 0 1 -1
"ukb-b-19885" 0 0 0 0 0 0
"ukb-b-5222" 1 0 0 0 0 0
"ukb-b-5620" 7 2 2 2 1 1
"ukb-b-17010" 0 0 0 0 0 0
"ukb-b-19490" 0 0 0 0 0 0
"ukb-b-12909" 2 3 4 1 1 0
"ukb-b-12364" 1 0 0 0 0 0
"ukb-b-6134" 41 36 13 3 2 1
"ukb-b-13566" 2 4 0 1 0 1
"ukb-b-16958" 1 0 0 0 0 0
"ukb-b-15026" 0 0 0 0 0 0
"ukb-b-16027" 4 0 0 0 0 0
"ukb-b-3135" 0 0 0 0 0 0
"ukb-b-4657" 229 521 519 94 95 -1
"ukb-b-15782" 3 11 10 2 1 1
"ukb-b-12176" 1 0 1 0 0 0
"ukb-b-6235" 46 96 91 22 20 2
"ukb-b-11484" 1 0 0 0 0 0
"ukb-b-5593" 7 0 0 0 0 0
"ukb-b-8121" 106 74 59 27 25 2
"ukb-b-20321" 0 0 0 0 0 0
"ukb-b-17708" 0 0 0 0 0 0
"ukb-b-15710" 0 0 0 0 0 0
"ukb-b-17670" 5 113 114 3 3 0
"ukb-b-9261" 1 0 0 0 0 0
"ukb-b-18700" 14 28 23 7 4 3
"ukb-b-9712" 0 0 0 0 0 0
"ukb-b-1799" 1 0 0 0 0 0
"ukb-b-13344" 19 5 4 5 4 1
"ukb-b-12861" 1 0 0 0 0 0
"ukb-b-11141" 233 509 500 69 72 -3
"ukb-b-4461" 16 79 26 5 1 4
"ukb-b-12658" 0 0 0 0 0 0
"ukb-b-812" 0 0 0 0 0 0
"ukb-b-5237" 40 80 67 8 7 1
"ukb-b-18798" 0 0 0 0 0 0
"ukb-b-323" 4 17 17 2 2 0
"ukb-b-4946" 0 0 0 0 0 0
"ukb-b-17962" 0 0 0 0 0 0
"ukb-b-18853" 0 0 0 0 0 0
"ukb-b-14177" 232 486 484 71 84 -13
"ukb-b-4801" 3 3 0 0 0 0
"ukb-b-11749" 7 0 1 0 0 0
"ukb-b-5605" 1 0 0 0 0 0
"ukb-b-10923" 1 1 1 1 1 0
"ukb-b-6849" 0 0 0 0 0 0
"ukb-b-4206" 1 0 0 0 0 0
"ukb-b-758" 0 0 0 0 0 0
"ukb-b-14444" 0 0 0 0 0 0
"ukb-b-18578" 0 0 0 0 0 0
"ukb-b-17553" 6 2 1 2 1 1
